time,commits_tot,pending_tx_rate,reject_tot,block_num_tot,msg_sent_rate,blocks_count,pending_tx_tot,tx_in_process_rate,rest_api_batch_rate,commits_rate,msg_receive_rate,tx_exec_rate,reject_rate,block_num_rate,test_name
1620708156,1189.75,0.18333333333333332,0.0,220.16666666666666,410.6666666666667,220.6111111111111,7.8055555555555545,0.6,4.709999999999998,9.347222222222216,2629.9,9.22777777777778,0.0,0.952777777777778,10tps|12_nodes
1620708166,1286.3055555555557,0.075,0.0,229.80555555555554,414.6333333333334,230.19444444444443,7.333333333333333,0.7000000000000001,5.383333333333341,9.655555555555559,2662.8,10.508333333333331,0.0,0.9638888888888896,10tps|12_nodes
1620708176,1383.0277777777776,0.06388888888888887,0.0,239.3611111111111,416.5333333333333,239.77777777777774,6.3055555555555545,0.5,5.679999999999996,9.672222222222217,2666.7,10.655555555555553,0.0,0.9555555555555553,10tps|12_nodes
1620708186,1478.4722222222224,0.07777777777777777,0.0,248.88888888888889,411.1666666666667,249.41666666666666,6.277777777777778,0.3666666666666667,6.13666666666667,9.54444444444445,2646.3,10.597222222222225,0.0,0.9527777777777781,10tps|12_nodes
1620708196,1573.5277777777776,0.09999999999999999,0.0,258.4444444444444,410.0,258.88888888888886,6.638888888888888,0.5,6.646666666666662,9.505555555555551,2640.0333333333333,10.388888888888888,0.0,0.9555555555555535,10tps|12_nodes
1620708206,1670.777777777778,0.09722222222222222,0.0,268.0,413.3333333333333,268.4444444444444,4.944444444444444,0.3333333333333333,7.080000000000003,9.725000000000009,2659.733333333333,10.443055555555555,0.0,0.9555555555555572,10tps|12_nodes
1620708216,1765.0,0.11388888888888889,0.0,277.5,411.26666666666665,277.9444444444444,5.8055555555555545,0.4666666666666666,7.829999999999996,9.422222222222217,2642.9333333333334,10.461111111111117,0.0,0.9499999999999998,10tps|12_nodes
1620708226,1859.0353535353536,0.096969696969697,0.0,286.92676767676767,412.59999999999997,287.3308080808081,5.858585858585859,0.4666666666666666,8.65,9.403535353535348,2649.4666666666667,10.573232323232322,0.0,0.9426767676767688,10tps|12_nodes
1620708236,1954.2222222222224,0.12474747474747476,0.0,296.25,710.4666666666666,296.6666666666667,5.666666666666667,0.5333333333333333,9.290000000000001,9.518686868686876,4183.133333333334,10.176388888888889,0.0,0.9323232323232332,10tps|12_nodes
1620708246,2048.6111111111113,0.14444444444444446,0.0,305.6111111111111,401.79999999999995,305.9444444444445,7.111111111111112,0.5666666666666667,9.60999999999999,9.438888888888885,2605.5,9.857323232323237,0.0,0.9361111111111086,10tps|12_nodes
1620708256,2145.305555555555,0.11944444444444446,0.0,315.1111111111111,411.7,315.5,6.416666666666667,0.5666666666666667,9.540000000000008,9.669444444444443,2649.866666666667,10.362499999999999,0.0,0.9500000000000001,10tps|12_nodes
1620708266,2240.611111111111,0.16388888888888895,0.0,324.5833333333333,411.9666666666667,325.05555555555554,5.888888888888889,0.6999999999999998,9.54666666666667,9.530555555555566,2652.0666666666666,10.5875,0.0,0.9472222222222229,10tps|12_nodes
1620708276,2336.9166666666665,0.12777777777777777,0.0,334.22222222222223,411.5333333333333,334.5555555555556,6.166666666666667,0.5333333333333333,9.499999999999993,9.630555555555535,2635.0333333333333,10.456944444444442,0.0,0.9638888888888896,10tps|12_nodes
1620708286,2432.222222222222,0.0583333333333333,0.0,343.6666666666667,411.6333333333334,344.1111111111111,5.027777777777778,0.3,9.543333333333338,9.530555555555566,2650.7999999999997,10.452777777777783,0.0,0.9444444444444438,10tps|12_nodes
1620708296,2527.6666666666665,0.0666666666666667,0.0,353.25,409.3666666666666,353.63888888888886,5.6944444444444455,0.2333333333333333,9.55999999999999,9.54444444444445,2631.766666666667,10.4125,0.0,0.9583333333333335,10tps|12_nodes
1620708306,2621.1994949494947,0.05833333333333337,0.0,362.60606060606057,411.26666666666665,363.06060606060606,5.015151515151516,0.06666666666666667,9.506666666666677,9.353282828282818,2643.866666666667,9.893686868686858,0.0,0.9356060606060604,10tps|12_nodes
1620708316,2716.4444444444443,0.05959595959595959,0.0,372.0555555555555,820.0666666666666,372.4166666666667,4.972222222222222,0.39999999999999997,8.773333333333328,9.524494949494965,4818.8,10.275,0.0,0.9449494949494938,10tps|12_nodes
1620708326,2810.7777777777774,0.08181818181818178,0.0,381.5555555555556,408.7666666666667,382.0,5.5,0.5666666666666667,9.553333333333347,9.433333333333332,2625.4,10.634090909090908,0.0,0.9500000000000018,10tps|12_nodes
1620708336,2907.111111111111,0.08055555555555553,0.0,391.13888888888886,412.1333333333334,391.3888888888889,4.861111111111111,0.6666666666666666,9.513333333333335,9.633333333333333,2656.933333333333,10.370833333333332,0.0,0.9583333333333314,10tps|12_nodes
1620708346,3002.722222222222,0.07777777777777779,0.0,400.4166666666667,402.9666666666667,400.72222222222223,5.361111111111111,0.8333333333333334,9.473333333333327,9.561111111111101,2613.4,10.40833333333334,0.0,0.927777777777779,10tps|12_nodes
1620708356,3097.722222222222,0.07777777777777779,0.0,409.72222222222223,408.5333333333333,410.1666666666667,5.083333333333333,0.9,9.486666666666649,9.5,2640.366666666667,10.483333333333333,0.0,0.9305555555555562,10tps|12_nodes
