time,commits_tot,pending_tx_rate,reject_tot,block_num_tot,msg_sent_rate,blocks_count,pending_tx_tot,tx_in_process_rate,rest_api_batch_rate,commits_rate,msg_receive_rate,tx_exec_rate,reject_rate,block_num_rate,test_name
1620438300,1314.0,0.4166666666666667,0.0,192.08333333333334,107.46666666666665,192.41666666666666,8.083333333333334,1.0,6.143333333333341,13.858333333333333,673.2333333333333,17.008333333333333,0.0,0.9499999999999998,15tps|4_nodes
1620438310,1454.75,0.17500000000000002,0.0,201.41666666666666,107.2,201.75,7.5,1.2,7.026666666666665,14.075000000000001,672.9000000000001,18.395833333333332,0.0,0.9333333333333332,15tps|4_nodes
1620438320,1593.1666666666667,0.13333333333333333,0.0,210.58333333333334,110.83333333333333,211.16666666666666,6.666666666666667,1.2,7.883333333333326,13.841666666666667,693.0333333333333,18.870833333333334,0.0,0.9166666666666666,15tps|4_nodes
1620438330,1734.0,0.15833333333333333,0.0,220.08333333333334,107.40000000000002,220.5,8.25,1.2,8.78666666666668,14.083333333333334,671.8333333333334,18.883333333333333,0.0,0.9499999999999998,15tps|4_nodes
1620438340,1872.9166666666667,0.09999999999999999,0.0,229.33333333333334,108.56666666666668,229.75,8.083333333333334,1.1333333333333335,9.696666666666653,13.891666666666666,681.0,18.6125,0.0,0.9250000000000002,15tps|4_nodes
1620438350,2013.1666666666667,0.08333333333333333,0.0,238.66666666666666,109.96666666666665,239.0,8.0,0.9333333333333332,10.556666666666676,14.025,688.3333333333334,18.941666666666666,0.0,0.9333333333333332,15tps|4_nodes
1620438360,2152.4166666666665,0.06666666666666667,0.0,247.91666666666666,109.56666666666666,248.41666666666666,7.25,1.0,11.769999999999996,13.925000000000002,685.4666666666667,19.0625,0.0,0.9249999999999999,15tps|4_nodes
1620438370,2290.0,0.15,0.0,257.1666666666667,109.36666666666667,257.75,8.75,0.3,13.196666666666664,13.758333333333333,686.5333333333333,19.033333333333335,0.0,0.9250000000000002,15tps|4_nodes
1620438380,2432.4166666666665,0.15,0.0,266.5833333333333,110.40000000000002,267.0,7.333333333333333,0.5333333333333333,13.883333333333333,14.241666666666667,691.7666666666668,19.087500000000002,0.0,0.9416666666666668,15tps|4_nodes
1620438390,2570.5,0.10833333333333334,0.0,275.8333333333333,109.83333333333333,276.4166666666667,7.666666666666667,0.5666666666666668,13.946666666666667,13.808333333333332,686.5666666666666,19.125,0.0,0.9249999999999999,15tps|4_nodes
1620438400,2709.75,0.07500000000000001,0.0,285.0833333333333,109.63333333333333,285.5,7.666666666666667,0.3,13.933333333333332,13.925000000000002,687.6666666666666,19.083333333333332,0.0,0.9250000000000002,15tps|4_nodes
1620438410,2849.0,0.05833333333333333,0.0,294.4166666666667,108.76666666666667,294.8333333333333,8.25,1.0,13.936666666666673,13.924999999999999,683.7333333333332,18.937499999999996,0.0,0.9333333333333332,15tps|4_nodes
1620438420,2989.5,0.049999999999999996,0.0,303.75,113.36666666666667,304.25,7.666666666666667,1.0,13.946666666666667,14.049999999999999,705.3000000000001,19.354166666666668,0.0,0.9333333333333332,15tps|4_nodes
1620438430,3128.75,0.18333333333333335,0.0,313.0833333333333,107.16666666666667,313.5,8.666666666666666,0.13333333333333333,13.913333333333336,13.924999999999999,671.7333333333332,19.183333333333334,0.0,0.9333333333333332,15tps|4_nodes
1620438440,3267.4166666666665,0.2333333333333333,0.0,322.3333333333333,109.03333333333332,322.75,8.5,1.3333333333333333,13.926666666666675,13.866666666666665,685.9,18.679166666666667,0.0,0.9250000000000002,15tps|4_nodes
1620438450,3409.0,0.2333333333333333,0.0,331.6666666666667,110.86666666666667,332.25,7.25,1.3333333333333333,13.956666666666658,14.158333333333333,690.2666666666668,19.087500000000002,0.0,0.9333333333333332,15tps|4_nodes
1620438460,3546.75,0.16666666666666666,0.0,340.9166666666667,108.83333333333333,341.4166666666667,7.25,1.3333333333333333,13.933333333333318,13.775,682.8666666666667,19.0875,0.0,0.9250000000000002,15tps|4_nodes
1620438470,3686.4166666666665,0.225,0.0,350.25,108.93333333333334,350.6666666666667,8.416666666666666,1.2,13.91666666666668,13.966666666666667,685.0,18.870833333333334,0.0,0.9333333333333332,15tps|4_nodes
1620438480,3824.0,0.16666666666666666,0.0,359.4166666666667,110.43333333333334,360.1666666666667,8.166666666666666,0.9666666666666668,13.943333333333323,13.758333333333335,690.9333333333334,19.083333333333332,0.0,0.9166666666666666,15tps|4_nodes
1620438490,3967.8333333333335,0.016666666666666666,0.0,368.9166666666667,109.13333333333333,369.3333333333333,6.916666666666667,0.9,13.940000000000007,14.383333333333333,682.9666666666667,19.075,0.0,0.9499999999999998,15tps|4_nodes
1620438500,4105.166666666667,0.06666666666666667,0.0,378.0833333333333,109.83333333333333,378.5833333333333,7.166666666666667,0.7666666666666667,13.896666666666652,13.733333333333334,687.7333333333332,18.991666666666664,0.0,0.9166666666666666,15tps|4_nodes
1620438510,4244.416666666667,0.09166666666666667,0.0,387.4166666666667,109.96666666666665,387.9166666666667,7.833333333333333,0.9666666666666668,13.930000000000001,13.924999999999999,688.7666666666665,19.125,0.0,0.9333333333333332,15tps|4_nodes
1620438520,4378.666666666667,0.16666666666666666,0.0,396.4166666666667,103.13333333333333,396.75,8.583333333333334,0.5666666666666668,13.949999999999998,13.424999999999999,652.1666666666666,18.42083333333333,0.0,0.9,15tps|4_nodes
1620438530,4474.25,0.15,0.0,402.75,70.5,403.0833333333333,3.6666666666666665,0.3333333333333333,13.930000000000001,9.558333333333332,488.0,14.833333333333334,0.0,0.6333333333333333,15tps|4_nodes
1620438540,4567.75,0.30833333333333335,0.0,409.0833333333333,70.26666666666667,409.5,5.166666666666667,1.0,13.89333333333334,9.35,485.73333333333335,11.875,0.0,0.6333333333333333,15tps|4_nodes
1620438550,4661.0,0.3666666666666667,0.0,415.4166666666667,72.89999999999999,415.75,6.25,0.7666666666666667,13.936666666666662,9.325000000000001,500.6333333333334,12.15,0.0,0.6333333333333333,15tps|4_nodes
1620438560,4822.583333333333,11.725000000000001,0.0,422.5,116.96666666666665,422.8333333333333,121.16666666666667,1.3666666666666665,13.946666666666653,16.158333333333335,757.1,17.604166666666668,0.0,0.7083333333333334,15tps|4_nodes
1620438570,5017.333333333333,11.674999999999999,0.0,431.25,137.0,431.75,71.58333333333333,0.7999999999999999,13.91333333333335,19.474999999999998,859.3000000000001,24.51666666666667,0.0,0.875,15tps|4_nodes
1620438580,5206.333333333333,11.549999999999999,0.0,440.3333333333333,135.03333333333333,441.0,22.75,0.7999999999999999,13.90666666666663,18.9,836.6333333333333,25.929166666666664,0.0,0.9083333333333333,15tps|4_nodes
1620438590,5362.666666666667,11.549999999999999,0.0,449.75,115.53333333333335,450.3333333333333,5.583333333333333,0.5,13.949999999999998,15.633333333333335,722.4333333333334,22.979166666666668,0.0,0.9416666666666668,15tps|4_nodes
1620438600,5503.583333333333,11.549999999999999,0.0,459.0833333333333,108.43333333333334,459.6666666666667,3.6666666666666665,0.7000000000000001,13.933333333333364,14.091666666666667,681.1999999999999,19.570833333333333,0.0,0.9333333333333332,15tps|4_nodes
1620438610,5643.583333333333,0.25,0.0,468.5833333333333,108.5,469.1666666666667,6.166666666666667,0.7999999999999999,13.913333333333322,14.0,674.3000000000001,18.670833333333334,0.0,0.9499999999999998,15tps|4_nodes
1620438620,5781.75,0.23333333333333336,0.0,477.9166666666667,108.0,478.25,7.833333333333333,0.5333333333333333,13.949999999999998,13.816666666666668,679.1999999999999,18.620833333333334,0.0,0.9333333333333332,15tps|4_nodes
1620438630,5898.666666666667,0.21666666666666667,0.0,485.75,89.36666666666667,486.1666666666667,8.583333333333334,1.2,13.949999999999998,11.691666666666668,582.2666666666667,16.95,0.0,0.7833333333333333,15tps|4_nodes
1620438640,5977.666666666667,0.16666666666666666,0.0,491.0,63.70000000000001,491.4166666666667,8.333333333333334,0.8666666666666667,13.933333333333332,7.900000000000001,460.06666666666666,13.25,0.0,0.525,15tps|4_nodes
1620438650,6025.833333333333,0.13333333333333333,0.0,494.1666666666667,36.6,494.5,8.166666666666666,0.3666666666666667,13.903333333333345,4.816666666666666,322.8666666666667,8.779166666666667,0.0,0.31666666666666665,15tps|4_nodes
1620438660,6072.5,3.966666666666667,0.0,497.25,39.666666666666664,497.6666666666667,47.833333333333336,0.8666666666666667,13.946666666666685,4.666666666666667,341.1333333333334,6.595833333333332,0.0,0.30833333333333335,15tps|4_nodes
1620438670,6197.166666666667,8.716666666666667,0.0,503.25,89.60000000000001,503.5833333333333,134.16666666666666,0.7333333333333334,13.933333333333303,12.466666666666669,605.6,11.875,0.0,0.6,15tps|4_nodes
1620438680,6385.833333333333,22.24166666666667,0.0,511.25,137.06666666666666,511.8333333333333,231.91666666666666,0.3666666666666667,13.916666666666666,18.866666666666667,863.4666666666667,21.866666666666664,0.0,0.8000000000000002,15tps|4_nodes
1620438690,6593.166666666667,22.375,0.0,520.1666666666666,138.26666666666665,520.5833333333334,170.5,1.0333333333333334,13.926666666666671,20.733333333333334,865.3333333333334,26.75,0.0,0.8916666666666666,15tps|4_nodes
1620438700,6796.166666666667,22.208333333333332,0.0,528.5833333333334,144.16666666666666,529.0833333333334,107.33333333333333,1.6666666666666667,13.946666666666653,20.3,908.2666666666665,27.52916666666667,0.0,0.8416666666666668,15tps|4_nodes
1620438710,6987.0,22.325000000000003,0.0,537.5833333333334,135.5666666666667,538.0,57.833333333333336,1.6666666666666667,13.90666666666669,19.083333333333332,840.9333333333334,27.125,0.0,0.9,15tps|4_nodes
1620438720,7157.916666666667,22.325000000000003,0.0,546.5833333333334,124.26666666666667,547.1666666666666,26.916666666666668,0.7666666666666666,13.893333333333308,17.091666666666665,778.2333333333332,24.383333333333336,0.0,0.9,15tps|4_nodes
1620438730,7316.416666666667,22.258333333333336,0.0,555.9166666666666,114.96666666666665,556.4166666666666,7.0,0.2333333333333333,13.933333333333332,15.850000000000001,718.2333333333335,21.650000000000002,0.0,0.9333333333333332,15tps|4_nodes
